d_vendor_name,max_overall_value,n
OEI KRUEGER,560317.85,476
OGILVY MONTREAL,2368480.01,9
OKANAGAN AGGREGATES,29943833.26,24
OKANAGAN HALFWAY HOUSE SOCIETY CRF,5065492.27,5
OLIN,4878060.25,14
OMNITECH ELECTRONICS,811148.63,1
ONICA TECHNOLOGIES CANADA,2231750.00,1
ONIX NETWORKING CANADA,4483283.40,3
ONLINE CONSTRUCTORS,1295913.78,30
ONTARIO DENTAL ASSOCIATION,1839520.00,228
ONX ENTERPRISE SOLUTIONS,10164957.51,269
OPEN GEOSPATIAL CONSORTIUM,452000.00,17
OPEN STORAGE SOLUTIONS,1001263.62,33
OPENFRAME TECHNOLOGIES,2000000.00,26
OPENTEXT,61607727.55,291
OPROMA,1582365.72,38
OPSIS,5794438.00,61
OPTIV CANADA FEDERAL,9867749.86,88
ORACLE CANADA,79825813.38,450
ORANGUTECH,3819400.00,166
ORBIS RISK CONSULTING,2260000.00,97
OSKAR CONSTRUCTION,2516434.94,22
OTIS ELEVATOR,17351635.74,76
OTTAWA BUSINESS INTERIORS,773812.39,144
OTTAWA CONVENTION CENTRE,1440844.97,17
OTTAWA GREENBELT CONSTRUCTION,4701108.53,5
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,567126.00,130
OUTLAW EAGLE MANUFACTURING,2084663.55,23
OVID TECHNOLOGIES,952819.89,20
OXFORD ECONOMICS USA,4193507.26,17
OXFORD NANOPORE TECHNOLOGIES,2403957.51,63
OXFORD UNIVERSITY PRESS,153061.53,24
P B ENTREPRISES,6664117.63,7
P C MCNEILL CONTRACTING,316400.00,1
P K WELDING FABRICATORS,8834160.57,2
PACIFIC GEOMATICS,979391.36,9
PACIFIC INDUSTRIAL MARINE,2798981.85,42
PACIFIC SAFETY PRODUCTS,5928838.81,93
PACWILL ENVIRONMENTAL,3700512.93,22
PAGEAU MOREL ASSOCIES,1006152.15,45
PAL AEROSPACE,153291212.00,49
PALADIN GROUP,10544000.00,340
PALFINGER MARINE,8037194.47,71
PAN AMERICAN DEVELOPMENT FOUNDATION,4474807.00,2
PANASONIC,2127592.95,215
PARKER JOHNSTON INDUSTRIES,257668.27,1
PARKLAND,822080.62,168
PARKLAND INDUSTRIES,315000.00,269
PARKLAND REFINING,630057.09,318
PARSONS CANADA,241881864.77,55
PATLON AIRCRAFT INDUSTRIES,352132.94,8
PATTISON SIGN GROUP,1383642.00,133
PAVEX,21053348.84,1
PCL CONSTRUCTORS,2858077450.79,75
PEERLESS GARMENTS,1641387.15,15
PENN CONSTRUCTION CANADA,46141543.33,3
PENNECON,29640550.24,87
PEPCO,258750.00,79
PEPIN FORTIN CONSTRUCTION,6320111.25,1
PERCEPTICS,26442693.63,4
PERSISTENT SYSTEMS,192981.30,4
PETER J KINDREE ARCHITECT,983838.06,15
PETER KIEWIT SONS,176311520.00,3
PETERS CONSTRUCTION,42901039.30,17
PETRO AIR SERVICES,24719.62,1
PETROVALUE PRODUCTS,630000.00,69
PFIZER CANADA,1438189.20,3
PHASELOCK SYSTEMS INTERNATIONAL,399808.42,244
PHILIPPINE AIRLINES,2646220.00,1
PHOENIX DRUG ALCOHOL RECOVERY,4173006.54,5
PHOENIX STRATEGIC PERSPECTIVES,249429.53,45
PIDHERNEY S,4027114.44,3
PILITAK ENTERPRISES,1678628.39,3
PIONEER CONSTRUCTION,6953121.07,1
PIPE QUEST PROJECTS,5845249.65,2
PITNEY BOWES,1545447.19,184
PK WELDING FABRICATORS,1243480.00,8
PLANET LABS,584001.15,72
PLEIAD CANADA,2983200.00,101
PMB ELECTRICAL SERVICES,2122020.76,30
PMG TECHNOLOGIES,79710285.88,122
PODOLINSKY EQUIPMENT,1159690.03,92
POINT HOPE MARITIME,12722736.49,8
POLARIS INDUSTRIES,594510.00,233
POMERLEAU,136830510.39,21
PORT OF SPAIN HOLDINGS,1009362.86,17
PORTAGE PERSONNEL,691497.99,68
POSTMEDIA NETWORK,11950563.80,33
POWER AUCTIONS,2253353.00,4
PR3 MEDIAS,6080738.49,5
PRA,1106000.00,103
PRAGMATIC CONFERENCING,11171451.99,3
PRECISION ADM,18283200.00,1
PRECISIONIT,14351826.32,79
PRICEWATERHOUSE COOPERS,26015000.01,719
PRIMED MEDICAL PRODUCTS,54579000.00,3
PRIMEX PROJECT MANAGEMENT,28010.55,3
PRINCE GEORGE ACTIVATOR,5886629.40,6
PRINTERS PLUS,1875348.00,314
PRISM ENGINEERING,2530800.00,33
PRO MEDICAL INDUSTRIES,2538161.63,1
PROCOM CONSULTANTS,9635183.04,176
PROLINE ADVANTAGE,373182500.00,1
PROLOGIC SYSTEMS,390641.36,78
PROMAXIS,2260000.00,62
PRONEX EXCAVATION,10451433.01,2
PROOF EXPERIENCES,5758199.59,13
PROQUEST,375831.84,81
PROSCI CANADA,933825.12,273
PROTAK CONSULTING GROUP,30593999.68,147
PROVENCHER ROY ASSOCIES,2531765.82,19
PURELOGIC,10934141.72,172
PURESPIRIT SOLUTIONS,12176260.69,280
PUROLATOR,372900.00,206
PV SERVICES,336344.21,59
PW TRENCHLESS CONSTRUCTION,1868286.00,2
PYLON ELECTRONICS,344925.00,5
QATAR AIRWAYS,1677703.48,6
QIAGEN,5097777.29,85
QINETIQ,2089337.00,2
QM ENVIRONMENTAL,24445299.88,33
QMR,3150330.97,806
QUADBRIDGE,5987255.92,22
QUANTUM MANAGEMENT SERVICES,133070060.00,140
QUARTZ NATURE,7872016.32,1
QUEEN S UNIVERSITY,1583856.40,61
QUINAN CONSTRUCTION,9702604.58,11
QUINTET CONSULTING,393367.12,165
QUOREX CONSTRUCTION SERVICES,11633916.87,9
QUORUM,6689961.26,3
QUORUS CONSULTING GROUP,245916.00,42
R C M MODULAIRE,7209166.09,2
R D CONSTRUCTION,2058567.05,6
R E GILMORE INVESTMENTS,8164250.00,58
R GUILBEAULT CONSTRUCTION,4503653.05,1
R J MACISAAC CONSTRUCTION,2117111.98,3
R LAMBA FORENSIC PSYCH SERVICE,4000000.00,2
R R INTERNATIONAL TRANSLATION,1347500.00,192
R W TOMLINSON,7352848.22,8
R2I,15507240.14,9
RACEROCKS 3D,41052.90,1
RACING FORENSICS,7775571.00,2
RADIATION SOLUTIONS,6015332.47,30
RADWARE,2814123.12,2
RAINHOUSE MANUFACTURING CANADA,11683.51,1
RAMPART INTERNATIONAL,633131.34,187
RANDSTAD,12439680.00,656
RAPISCAN SYSTEMS,8670668.88,11
RATIO ARCHITECTURE INTERIOR DESIGN,959093.11,20
RAYMOND CHABOT GRANT THORNTON,7076711.25,364
RAYTHEON,1051013.00,6
REACTOR ENGINEERING GROUP,48307500.00,1
REDACTED,27967500.00,7
REDI FORM CONSTRUCTION,1675746.31,11
REDMANGO MEDIA,113000.00,46
REDWOOD PERFORMANCE GROUP,646382.60,16
REFORMAR,2644200.00,7
REGENT CONSTRUCTION,10908945.11,9
REHAB,3791625.92,4
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,4007653.41,144
REPUBLIC ARCHITECTURE,1422019.85,71
RESIDENCE CARPEDIEM,4583076.44,5
RESIDENCE LAFLEUR,1616797.97,3
RESOLVE MARINE,2640354.78,1
RESOLVE SALVAGE FIRE AMERICAS,6510000.00,1
REVISION MILITARY,223792.55,2
RGB MEDIA,113000.00,61
RHEA,858456.04,77
RHEINMETALL,4781929.84,4
RICOH,17074251.68,1163
RIGGS ENGINEERING,3917156.31,30
RIKJAK CONSTRUCTION,823668.93,1
RISK SCIENCES INTERNATIONAL,1263617.55,105
RJG CONSTRUCTION,8435401.50,44
RMS SOFTWARE,427931.00,41
ROBERT ALLAN,1551671.93,16
ROBERTSON GEOCONSULTANTS,1525969.76,6
ROBERTSON MARTIN ARCHITECTS,4425285.46,24
ROBIN ELECTRIC,1702943.88,3
ROCHE DIAGNOSTICS,66933593.06,61
ROCKWELL COLLINS CANADA,35288.94,8
ROGERS,186271913.74,86
ROHDE SCHWARZ CANADA,419512.50,29
ROLLING TIDES CONSTRUCTION,131198.22,2
ROLLS ROYCE CANADA,109174.01,9
RONA,173618.62,115
RONALD J POIRIER PROFESSIONAL,5645785.32,1
RONDAR,5991052.00,28
ROSBOROUGH BOATS,1868905.00,25
ROSCOE CONSTRUCTION,10973436.46,6
ROSS AND ANGLIN,9064996.57,4
ROUDEL MEDICAL AND SURGICAL,52099215.00,2
ROXBORO EXCAVATION,11275086.42,3
RPL ARCHITECTS,2933382.06,4
RTG PROTECH,1050000.00,69
RUSH TRUCK CENTRES OF CANADA,2917260.76,3
RUSSEL METALS,149905.80,163
RUSSELL CHERNOFF RAND THOMPSON,1085101.90,27
RYCOM,1209920.88,14
S P GLOBAL MARKET INTELLIGENCE,1587723.66,163
S W WEEKS CONSTRUCTION,9536869.10,1
SAAB,219006.88,3
SABA SOFTWARE,5962401.69,4
SALESFORCE CANADA,3221686.50,84
SALISH SEA INDUSTRIAL SERVICES,1213546.29,14
SALVATION ARMY,6000000.00,59
SAMSON ASSOCIES,2300000.00,621
SANDOZ CANADA,1096379.02,11
SANEXEN SERVICES ENVIRONMENTAUX,4075036.09,32
SANI SABLE LB,24944446.69,14
SANI SPORT,988603.17,32
SAP,30148909.01,201
SARTORIUS STEDIM NORTH AMERICA,566427.97,32
SAS AIR,611731.16,14
SAS INSTITUTE,26923773.24,202
SASKTEL,33166802.64,19
SCA SHIPPING CONSULTANTS ASSOCIATED,200534.80,4
SCANSA CONSTRUCTION,23060266.17,6
SCHOELER HEATON ARCHITECTS,1905190.88,30
SDL INTERNATIONAL CANADA,13455253.92,36
SEACOAST MARINE ELECTRONICS,588244.10,34
SEAFIRST CONSTRUCTION,482329.05,3
SEAGATE CONSTRUCTION,1687438.48,13
SEALITE USA,178603.00,46
SEASONS CULINARY SERVICES,2896985.66,3
SEASPAN VICTORIA SHIPYARDS,2466403.66,5
SEAWATCH,10014952.65,6
SEAWAVES DEVELOPMENT SERVICES,3952951.91,2
SEAWAY CONSTRUCTION MANAGEMENT IN,3874574.54,3
SECURE ENERGY ONSITE SERVICES,4586928.18,2
SECUREKEY TECHNOLOGIES,42482865.03,8
SECURIGUARD SERVICES,22685867.58,1
SED SYSTEMS,17381920.52,1
SEEGENE CANADA,22216966.19,3
SEGUIN MORRIS,492093.00,20
SELEX,83203615.50,2
SEMANTIC CONSULTING,1998461.50,7
SENSTAR,1888369.01,10
SENSUS COMMUNICATION SOLUTIONS,482365.13,67
SEPW ARCHITECTURE,1234113.49,30
SEQIRUS CANADA,38637348.76,2
SERCO,2121049.00,6
SERVICE STAR BUILDING CLEANING,3675402.32,13
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,5105369.82,4
SETANTA CONTRACTING,1022109.42,4
SEYEM,8911167.15,1
SGS AXYS ANALYTICAL SERVICES,1485045.84,88
SHARP ELECTRONICS,924123.28,461
SHAW CABLE,4126111.39,4
SHELL CANADA PRODUCTS,1953301.55,16
SHELTER NOVA SCOTIA,4491759.86,3
SHI CANADA,1376849.42,171
SHM CANADA CONSULTING,531336.12,92
SHOULDICE MECHANICAL,398890.00,68
SHRMA ARCHITECTS IN JOINT VENTURE,6785715.90,2
SI SYSTEMS,23617000.00,1043
SIEMENS,3730569.57,354
SIERRA SYSTEMS GROUP,21285960.74,100
SIFEC NORTH,2052774.23,13
SIGMA SAFETY,900490.71,30
SIGN LANGUAGE INTERPRETING,605357.17,82
SIGNATURE SUR LE SAINT LAURENT,5031364910.17,1
SILLIKER,2396541.66,76
SIMEX DEFENCE,410436.94,51
SIMONSON CONSTRUCTION,3145412.15,8
SIMPLEX GRINNELL,3731085.23,130
SIMPSON BUILDING CONTRACTORS,626553.86,4
SKILLSOFT CANADA,6075738.90,27
SKRETTING,86922.15,118
SKY CANOE,5578607.79,1
SLR CONSULTING CANADA,9641567.91,128
SMITHS DETECTION,27190498.94,134
SMITHS MEDICAL CANADA,5773417.99,1
SNAP ON TOOLS,142425.96,42
SNC LAVALIN,12996913.07,461
SOCIETE EMMANUEL GREGOIRE,3855565.64,10
SOFTCHOICE,1390260.93,892
SOFTSIM TECHNOLOGIES,1763716.50,44
SOFTWARE ENGINEERING OF AMERICA,2528011.91,4
SOLACE,1776257.83,5
SOLANA NETWORKS,1298707.14,5
SOLOTECH,11343675.20,142
SOLUDOC,3800000.00,32
SOLUTIONS MOERAE,2125220.90,41
SOMOS,11300000.00,12
SOUTHMEDIC,3164000.00,1
SOUTHWEST RESEARCH INSTITUTE,151996.03,12
SOVO TECHNOLOGIES,6372972.99,3
SPARTAN BIOSCIENCE,149048550.00,1
SPEARHEAD MANAGEMENT CANADA,1001058.35,22
SPECIALTY BUILDING SERVICES,2041694.75,14
SPERRA CONSTRUCTION,1682278.73,8
SPRINGER VERLAG,5113793.61,14
SPRINGHILL CONSTRUCTION,12338610.36,1
SQUAMISH INDIAN BAND,28648398.32,3
SRA STAFFING SOLUTIONS,1325721.00,32
SSCL,747313.55,4
ST AIRBORNE SYSTEMS,9029200.00,13
ST DENIS THOMPSON,29094460.64,7
ST GELAIS MONTMINY ASSOCIES,13823060.41,22
ST ISIDORE ASPHALTE,3860836.65,1
ST JOHN AMBULANCE,9813802.75,15
ST JOSEPH PRINT GROUP,3251919.02,117
ST LEONARD S COMMUNITY SERVICES,4997408.79,6
ST LEONARD S SOCIETY HAMILTON,5335437.18,10
ST LEONARDS HOUSE WINDSOR,5060556.18,7
ST LEONARDS PLACE PEEL,6000000.00,7
ST LEONARDS SOCIETY OF NORTH VANCOUVER,4873616.13,5
ST LEONARDS SOCIETY OF PETERBOROUGH EDMISON HOUSE,4878618.33,2
ST OPS TACTICAL TRAINING CANADA,163910.61,18
ST PATRICKS HOUSE SOCIETY,5331441.94,2
STANFIELDS,28046600.00,1
STANLEY CONSTRUCTION,1594492.28,1
STANTEC,32277442.00,1569
STAPLES ADVANTAGE CANADA,1928656.87,38
STEDFAST,233465.91,60
STEPPED CARE SOLUTIONS,153734095.36,1
STERIS CANADA,1728737.03,97
STERLING FUELS,548409.16,232
STERLING SWIFT,5456648.00,1
STIFF SENTENCES,7910000.00,28
STONEHENGE THERAPEUTIC COMMUNITY,2863402.12,2
STONEWORKS TECHNOLOGIES,30765757.37,391
STRATOS,2260000.00,181
STRONG BROS GENERAL CONTRACTING,48477.00,1
STRYKER CANADA,42480890.04,20
SUBARU CANADA,1318941.82,163
SUMMIT CANADA DISTRIBUTORS,865242.81,102
SUN LIFE ASSURANCE COMPANY,459076320.06,14
SUNCOR ENERGY,646800.00,443
SUPER CHANNEL INTERNATIONAL,581515.20,46
SUPERIOR CONTRACTING,1285640.20,8
SUPERMAX HEALTHCARE CANADA,156366000.01,2
SUPREMEX,4200000.00,117
SURE FORM CONTRACTING,6869332.30,1
SUSE SOFTWARE SOLUTIONS CANADA,7428800.00,8
SUSTAINABLE TRAILS 2011,1718893.07,6
SUTHERLAND EXCAVATING,799982.21,273
SWITCH HEALTH,602111216.15,7
SYFT TECHNOLOGIES,4660912.00,3
SYLVIE ROY,1320000.00,31
SYM COMMUNICATIONS,1034775.00,41
SYMCOR,30295865.00,1
SYNERGIE MEDICALE BRG,4027320.00,1
SYNERSOLUTIONS TECHNOLOGIES,2143497.00,9
SYNTAGME,1121170.83,12
SYSCO,201163.35,116
SYSTEMATIX SOLUTIONS,33000000.00,143
SYSTEMES URBAINS,1924569.57,3
SYSTEMS FOR RESEARCH,3034500.00,9
SYSTEMSCOPE,3749938.90,147
T E S THE EMPLOYMENT SOLUTION,1341680.00,4
T R HINAN CONTRACTORS,5577328.85,4
T3P CONSTRUCTION,2153126.25,2
TAG HR,2069550.00,177
TALIGENT CONSULTING,6358352.47,81
TANGLE RIDGE CUSTOM CRUSHING,10036625.25,9
TANKATEK,3634532.00,39
TAURUS CONTRACTORS,850890.61,21
TAYLOR FRANCIS,324302.47,36
TAYLOR HAZELL ARCHITECTS,1432578.19,10
TCI TRANSLATORS CONFERENCE,1977570.00,16
TDI INTERNATIONAL,3514959.70,4
TECAN,1301437.05,25
TECHNE SEATING COMPONENT,1131946.49,87
TECHNOMICS,2654867.04,6
TECHNOREM,3224040.86,30
TECSIS,1922227.63,16
TEEL TECHNOLOGIES CANADA,3943130.35,57
TEKNION,2964892.12,1404
TEKSYSTEMS CANADA,32230000.01,407
TELECOM COMPUTER SERVICES,4355147.22,439
TELEDYNE,487170.60,70
TELESAT,40737630.00,50
TELUS CANADA,307823406.41,643
TENAQUIP,2409012.29,65
TERAMACH TECHNOLOGIES,16608539.38,758
TERLIN CONSTRUCTION,2861587.86,6
TERRA SENSE ANALYTICS,1614279.92,3
TERUS CONSTRUCTION,3437469.92,2
TERVITA,5248317.65,35
TES CONTRACT SERVICES,26015000.01,114
TESTFORCE SYSTEMS,961434.51,247
TETRA TECH,5363664.41,197
TFORCE FINAL MILE,1921000.00,9
THALES,3842000.00,55
THE AIM GROUP,15000000.00,473
THE CALGARY AIRPORT AUTHORITY,7644568.26,2
THE CANADA LIFE ASSURANCE COMPANY,514540899.00,8
THE HALIFAX COMPUTER CONSULTING GROUP,10276633.00,21
THE HALIFAX GROUP,2457704.84,21
THE IT BROKER,1856640.67,35
THE KTL GROUP,2252243.95,34
THE MASHA KRUPP TRANSLATION GROUP,8366524.68,197
THE MATHWORKS,404527.39,160
THE RIGHT DOOR,1284845.65,163
THE RIGHT DOOR CONSULTING,847500.00,93
THE ROYAL ARCHITECTURAL INSTITUTE,2027500.00,2
THE STEVENS COMPANY,78975799.10,28
THE UNIVERSITY OF WESTERN ONTARIO,876289.09,14
THE VCAN GROUP,1372950.01,29
THERMO FISHER SCIENTIFIC,4690871.13,1416
THG THE HISTORY GROUP,705721.26,100
THINKON,6286740.02,7
THINKPOINT,1088578.01,16
THOMAS SCHMIDT,811057.50,26
THOMPSON BOILER WORKS,868970.00,74
THOMSON REUTERS,6909406.60,144
THORNHILL MEDICAL,200451118.94,1
THRIVE HEALTH,9435500.00,2
THYSSENKRUPP ELEVATOR,7716671.58,92
TIREE,17395085.02,179
TISSEUR,54126189.04,9
TITAN BOATS,1991572.84,28
TITANIUM CONSTRUCTION,15331794.26,8
TITUS,2038815.99,10
TLD CANADA,346250.06,2
TOFCON CONSTRUCTION,38115564.84,2
TOM JONES,3198732.61,1
TOROMONT,2725500.00,442
TORONTO BAIL PROGRAM,7777296.19,2
TORONTO METROPOLITAN UNIVERSITY,83329.73,29
TORONTO PORT AUTHORITY,3248847.75,1
TORONTO STAMP,27177969.00,1
TOSHIBA CANADA,20881072.50,82
TOTEM OFFISOURCE,3424258.73,356
TOURE CLEANING SERVICES,1896548.15,31
TOYOTA,4833978.48,474
TPG TECHNOLOGY CONSULTANTS,41400000.00,425
TRACK24 CANADA,8110987.11,2
TRADUCTIONS PIERRE CLOUTIER,5060639.06,4
TRADUCTIONS SCRIPTIS,1259900.00,12
TRAINOR MECHANICAL CONTRACTORS,7333734.37,13
TRANE CANADA,747337.51,33
TRANSCONTINENTAL PRINTING,16418388.80,1
TRANSPOLAR TECHNOLOGY,9309828.40,79
TRANSTEC,13307443.00,3
TRANSWEST AIR,18104398.20,29
TRAUGOTT BUILDING CONTRACTORS,4309666.09,2
TRAYTOWN BUILDERS,5018554.97,12
TRI STAR INDUSTRIES,3296595.18,1
TRI WAVE CONSTRUCTION,1463358.21,4
TRIDENT CONSTRUCTION,9241370.97,3
TRIGON ASSOCIATES,5056802.00,1
TRIPLEWELL CANADA,10577093.80,1
TRM TECHNOLOGIES,7576063.39,151
TROY LIFE FIRE SAFETY,1260000.00,55
TRUDELL HEALTHCARE SOLUTIONS,18381302.09,1
TRUMPF,2288678.31,12
TSI,366820.00,33
TSUU T INA CONTRACTING GP,14859000.00,1
TULMAR SAFETY SYSTEMS,43222.50,6
TUNDRA TECHNICAL SOLUTIONS,2712000.00,41
TURN KEY CONSTRUCTION,2310774.73,1
TURNER TOWNSEND,12410466.05,13
TURTLE ISLAND STAFFING,334446.10,168
TYCO INTEGRATED FIRE SECURITY,2446567.29,144
TYR TACTICAL,32357.56,2
U BUILD CONSTRUCTION,1412707.28,4
UBIQUS CANADA,7283720.25,106
ULTIMATE CONSTRUCTION,1017054.15,4
ULTRA ELECTRONICS,2753425.80,6
UNCHARTED SOFTWARE,2023625.21,11
UNIFORM WORKS,2825000.00,13
UNISOFT INTERNATIONAL,13004500.06,2
UNISOURCE,699055.84,20
UNISYNC GROUP,6225667.89,4
UNISYS CANADA,101709637.74,3
UNITED CHURCH HALFWAY HOMES,5228678.66,3
UNITED RENTALS,1159106.42,27
UNIVERSAL HELICOPTERS,6040435.96,36
UNIVERSAL PROTECTION SERVICE,4440238.25,4
UNIVERSAL SHEET METAL,857048.85,8
UNIVERSITE DE MONTREAL,1821411.46,34
UNIVERSITE DE SHERBROOKE,1097863.80,27
UNIVERSITE LAVAL,1999995.00,109
UNIVERSITE SAINTE ANNE,100000.00,220
UNIVERSITY OF ALASKA FAIRBANKS,785870.00,6
UNIVERSITY OF ALBERTA,1994450.00,170
UNIVERSITY OF BRITISH COLUMBIA,408541.67,104
UNIVERSITY OF CALGARY,1974020.95,66
UNIVERSITY OF GUELPH,2126282.00,117
UNIVERSITY OF MANITOBA,585453.00,58
UNIVERSITY OF NEW BRUNSWICK,1054765.71,70
UNIVERSITY OF OTTAWA,2286179.51,241
UNIVERSITY OF REGINA,12527718.62,34
UNIVERSITY OF SASKATCHEWAN,1543902.87,74
UNIVERSITY OF TORONTO,1197265.00,118
UNIVERSITY OF WATERLOO,6275122.22,112
UNIVERSITY OF WESTERN ONTARIO,2346833.26,53
UQSUQ,937920.35,2
URBAN VALLEY TRANSPORT,16580000.00,1
URTHECAST,888433.88,3
UTILITIES KINGSTON,11841.37,1
VAISALA CANADA,2303358.32,48
VALARD CONSTRUCTION,1661462.50,3
VALCOM CONSULTING,1478960.73,17
VANCOUVER AIRPORT AUTHORITY,16206589.80,1
VANCOUVER CONVENTION CENTRE,2553301.03,4
VANCOUVER DRYDOCK COMPANY,11020397.09,6
VANCOUVER FRASER PORT AUTHORITY,6115560.00,4
VANCOUVER PILE DRIVING,5563610.77,11
VANCOUVER SHIPYARDS,632513305.61,16
VANRX PHARMASYSTEMS,11118059.70,5
VARD MARINE,2260000.00,19
VCI CONTROLS,895450.37,21
VECTOR AEROSPACE,1492300.68,65
VERITAAQ TECHNOLOGY HOUSE,23956000.00,1168
VERITAS TECHNOLOGIES,10390688.44,9
VERREAULT NAVIGATION,14467304.61,10
VERSACOM,1816605.00,74
VERSATIL BPI,4709752.54,22
VETEMENTS COOKSHIRE,3639430.58,2
VFA CANADA,3734903.57,12
VFS GLOBAL,108393867.00,11
VIA TRAVAIL,5427361.57,15
VIDCRUITER,578955.50,76
VIRTUAL POSSIBILITIES DIVISION,172977959.20,1
VISA SERVICES,16198632.00,1
VISIONTEC,1652016.69,17
VMWARE,28123095.07,115
VOYAGEUR AVIATION,3808450.30,9
VOYAGEUR TRANSPORTATION,9637859.39,2
VVI CONSTRUCTION,5512065.02,7
VWR INTERNATIONAL,602710.10,606
W S MORGAN CONSTRUCTION,2182211.89,5
WAINWRIGHT MARINE SERVICES,3700000.00,14
WAJAX,2671121.12,401
WAMPUM RECORDS,927350.81,55
WARTSILA,32272582.60,385
WASAUKSING FIRST NATION,2414958.64,3
WASTE CONNECTIONS OF CANADA,813138.74,27
WASTE MANAGEMENT OF CANADA,928808.51,23
WATCH SYSTEMS,3041730.89,1
WATCHGUARD VIDEO,1115100.00,39
WATERS,3191547.49,296
WATERSHED INFORMATION TECHNOLOGY,1041137.00,8
WATERWORKS CONSTRUCTION,2612427.17,1
WAZANA CLOTHING,99491989.67,1
WCG INTERNATIONAL CONSULTANTS,560283401.55,3
WEATHERHAVEN CANADA,23572.93,4
WEBSTER ELECTRIC,398166.30,40
WEIR CANADA,42579.97,7
WESCO DISTRIBUTION CANADA,338876.74,98
WEST COAST TUG BARGE,1265647.95,12
WEST WIND AVIATION,5873507.85,7
WESTBURY NATIONAL SHOW SYSTEMS,574743.65,57
WESTCO CONSTRUCTION,2029161.40,5
WESTCOAST GENESIS SOCIETY,5123909.21,7
WESTCOMB OUTERWEAR,11757606.62,1
WESTERN CANADA MARINE RESPONSE,3925672.80,9
WESTERN MECHANICAL ELECTRICAL,1964412.08,2
WESTERN PETROLEUM,483490.84,58
WESTJET,8000000.00,2
WESTOWER COMMUNICATIONS,1419188.36,103
WHITE BEAR INDUSTRIES,85166688.68,7
WHITECHURCH CONSTRUCTION,1063792.20,11
WHOOSHH INNOVATIONS,6754947.07,2
WILCO CONTRACTORS SOUTHWEST,6993820.08,10
WILD STONE ENGINEERING,6333888.55,4
WILDLIFE COMPUTERS,385994.61,87
WILDSTONE CONSTRUCTION,15366578.85,10
WILLIAM J BARKER CLINICAL,5147479.48,4
WILLS TRANSFER,3943861.19,49
WINMAR,53100000.00,19
WINNIPEG AIRPORT AUTHORITY,3894175.13,2
WINTERSTEIGER,430258.81,74
WM M 1993,7227207.25,6
WOLTERS KLUWER,5989163.33,104
WOOD,2362676.40,166
WOOD CANADA,2453505.60,338
WOOD ENVIRONMENT INFRASTRUCTURE,243847.42,40
WOOD MACKENZIE,524362.29,13
WOODWARD S OIL,2432652.69,49
WOOLLY MAMMOTH OUTERWEAR,49756160.00,2
WORKDYNAMICS TECHNOLOGIES,1977783.00,130
WORKPLACE HEALTH AND COST SOLUTIONS,3785236.53,16
WORLD FUEL SERVICES,345822.84,4
WORLD UNIVERSITY CONSORTIUM,14836394.00,1
WORLD UNIVERSITY SERVICE OF CANADA,10914708.42,8
WORLDREACH SOFTWARE,3048458.82,11
WORLEY PARSONS,5254828.96,16
WPP GROUP CANADA COMMUNICATIONS,8100939.00,77
WRIGHT CONSTRUCTION WESTERN,32438561.46,1
WSP,405018821.03,1011
WTB LANGUAGE GROUP,659014.82,70
WYSSEN AVALANCHE CONTROL,3545401.26,8
XANALYS CANADA,4269412.31,6
XEROX,28449937.83,1368
XPERA RISK MITIGATION INVESTIGATION,4500000.00,2
XPERT SOLUTIONS TECHNOLOGIQUES,2947345.11,9
XPERTEK CONSTRUCTION,1959054.73,31
XTRACT TECHNOLOGIES,254250.00,2
YAMAHA MOTORS CANADA,243015.36,256
YELLOWHEAD HELICOPTERS,1888173.86,55
YOURTE CA,319697.30,58
ZAYO CANADA,86830481.54,85
ZENITH PAVING,2240389.26,5
ZERNAM ENTERPRISE,787802.10,41
ZODIAC HURRICANE TECHNOLOGIES,4707768.34,16
ZOLL MEDICAL CANADA,296592.00,10
ZUTPHEN CONTRACTOR,8920814.13,23
ZYCOM,4652745.97,67
